,name,rounds,scoring_avg,avg_drive,fwy%,gir%,sg_putt,sg_t2g,sg_tot,top_10,wins,year,money,points
787,Brian Gay,90.0,70.214,269.8,72.77,63.44,0.556,0.181,0.737,3,0,2011,1157525,685
788,Briny Baird,60.0,70.435,289.1,68.74,69.14,0.078,0.465,0.543,3,0,2011,942286,258
789,Bryce Molder,82.0,70.433,282.0,66.46,65.0,0.77,-0.116,0.653,6,1,2011,1957944,523
790,Bubba Watson,85.0,70.625,314.9,56.92,69.83,-0.182,0.775,0.593,3,2,2011,3477811,578
791,Cameron Beckman,71.0,71.642,284.3,61.05,63.18,-0.112,-0.541,-0.653,0,0,2011,455085,324
792,Cameron Tringale,110.0,70.751,294.3,60.99,67.3,0.197,0.042,0.239,4,0,2011,1327807,1002
793,Camilo Villegas,69.0,71.024,294.4,57.98,62.5,-0.194,0.284,0.091,4,0,2011,1231918,1532
794,Carl Pettersson,95.0,70.289,291.8,62.29,65.77,0.485,0.284,0.77,5,0,2011,1540723,1284
795,Chad Campbell,99.0,70.273,291.1,63.31,71.13,-0.368,0.932,0.564,1,0,2011,1104024,1076
796,Charl Schwartzel,58.0,69.619,297.0,61.73,65.97,0.052,0.898,0.95,3,1,2011,2604558,1560
797,Charles Howell III,108.0,69.66,297.3,57.51,68.91,0.38,0.86,1.239,7,0,2011,2509223,708
798,Charley Hoffman,93.0,71.097,299.8,60.34,66.79,-0.256,0.782,0.525,2,0,2011,1462591,1369
799,Charlie Wi,83.0,70.757,285.8,61.35,63.65,0.808,-0.502,0.305,1,0,2011,1188494,711
800,Chez Reavie,92.0,70.744,293.5,67.32,68.6,-0.077,0.497,0.419,5,0,2011,2285067,1220
801,Chris Couch,73.0,70.595,296.8,64.96,64.99,0.397,0.052,0.45,3,0,2011,922496,573
802,Chris DiMarco,93.0,70.909,277.9,66.67,65.11,-0.145,0.123,-0.021,0,0,2011,761932,499
803,Chris Kirk,87.0,70.414,295.7,56.47,66.67,-0.202,0.634,0.432,4,1,2011,1877627,1332
804,Chris Riley,76.0,71.143,279.3,70.19,64.81,-0.292,0.201,-0.091,1,0,2011,397204,292
805,Chris Stroud,88.0,70.838,291.2,60.03,67.0,-0.155,0.212,0.057,2,0,2011,1096499,1013
806,Colt Knost,80.0,71.747,279.0,66.02,62.01,0.271,-0.938,-0.667,0,0,2011,296817,227
807,D.A. Points,89.0,70.621,287.4,66.45,64.92,0.227,0.071,0.297,3,1,2011,2034156,1140
808,D.J. Brigman,67.0,71.803,290.2,55.27,60.92,-0.245,-0.808,-1.053,0,0,2011,191491,140
809,D.J. Trahan,91.0,70.87,298.6,59.81,68.99,-0.815,0.984,0.169,1,0,2011,668166,474
810,Daniel Summerhays,75.0,72.487,284.9,62.83,63.24,-0.292,-1.288,-1.581,0,0,2011,301899,210
811,David Duval,67.0,71.873,296.3,51.88,64.1,-0.364,-0.437,-0.801,1,0,2011,400654,191
812,David Hearn,88.0,70.709,290.9,63.36,68.82,0.223,-0.001,0.222,3,0,2011,869072,377
813,David Mathis,83.0,70.899,282.0,66.82,64.29,0.215,-0.12,0.095,1,0,2011,715404,326
814,David Toms,78.0,69.706,279.1,71.82,70.2,0.446,0.836,1.282,7,1,2011,3858090,648
815,Davis Love III,70.0,70.548,298.5,59.45,68.25,-0.318,0.708,0.389,2,0,2011,1056300,565
816,Dean Wilson,62.0,71.195,276.8,65.27,62.63,0.492,-0.712,-0.22,0,0,2011,401314,318
817,Derek Lamely,65.0,72.606,297.9,50.57,62.87,-0.321,-1.062,-1.383,0,0,2011,301146,123
818,Dustin Johnson,72.0,70.457,314.2,57.17,68.39,-0.549,1.125,0.576,6,1,2011,4309961,2488
819,Ernie Els,71.0,71.062,288.1,60.1,69.89,-0.705,0.865,0.16,1,0,2011,948872,924
820,FabiÃ¡n GÃ³mez,84.0,71.639,288.4,63.08,65.2,-0.117,-0.485,-0.602,1,0,2011,381730,208
821,Freddie Jacobson,92.0,69.854,287.4,60.82,63.56,0.629,0.275,0.904,3,1,2011,2488325,488
822,Garrett Willis,71.0,71.458,279.7,67.85,64.41,-0.031,-0.247,-0.278,1,0,2011,526390,270
823,Gary Woodland,93.0,69.875,310.5,58.07,69.41,-0.116,1.157,1.041,6,1,2011,3448591,773
824,Geoff Ogilvy,69.0,70.164,290.0,62.89,62.63,0.517,0.205,0.722,4,0,2011,1916994,608
825,George McNeill,69.0,70.797,295.0,59.95,64.21,-0.018,0.016,-0.002,4,0,2011,1458110,889
826,Graeme McDowell,50.0,70.997,289.5,66.31,66.08,0.132,0.066,0.197,3,0,2011,1088898,765
827,Greg Chalmers,88.0,70.596,279.6,62.42,61.24,0.635,-0.215,0.42,2,0,2011,832191,692
828,Harrison Frazar,58.0,70.891,301.8,51.49,62.45,-0.386,0.121,-0.266,1,1,2011,1322267,713
829,Heath Slocum,89.0,70.988,281.9,74.92,71.4,-0.493,0.457,-0.036,0,0,2011,767216,388
830,Hunter Haas,96.0,70.826,288.5,63.76,66.24,0.364,-0.082,0.282,4,0,2011,1039987,499
831,Hunter Mahan,92.0,69.905,291.6,62.85,68.79,0.527,0.691,1.218,9,0,2011,3503540,1800
832,Ian Poulter,52.0,70.824,282.8,64.76,65.58,0.27,-0.032,0.238,1,0,2011,739926,639
833,J.B. Holmes,57.0,70.523,318.4,52.09,66.46,-0.064,0.912,0.847,4,0,2011,1398583,640
834,J.J. Henry,96.0,70.671,291.1,66.43,68.96,0.139,0.233,0.372,1,0,2011,873377,739
835,J.P. Hayes,56.0,72.048,282.7,64.36,61.52,0.024,-0.552,-0.528,0,0,2011,186769,147
836,James Driscoll,71.0,71.277,298.5,55.79,63.5,-0.025,-0.184,-0.209,2,0,2011,741010,353
837,Jarrod Lyle,83.0,71.617,286.1,58.86,61.95,-0.163,-0.657,-0.82,1,0,2011,317459,217
838,Jason Bohn,74.0,71.336,284.9,67.48,67.3,-0.069,-0.075,-0.144,0,0,2011,411943,284
839,Jason Day,76.0,69.706,302.6,54.7,64.92,0.576,0.4,0.976,10,0,2011,3962647,1058
840,Jason Dufner,78.0,70.2,286.8,65.81,66.95,-0.116,0.833,0.717,6,0,2011,3057860,583
841,Jeff Overton,92.0,70.802,295.3,60.46,64.53,0.154,0.042,0.196,4,0,2011,1290962,619
842,Jerry Kelly,85.0,70.241,275.6,73.3,66.25,0.257,0.41,0.667,4,0,2011,1451797,1450
843,Jhonattan Vegas,84.0,70.966,304.9,54.65,67.22,-0.315,0.143,-0.172,3,1,2011,1854414,1149
844,Jim Furyk,87.0,70.37,281.4,68.0,67.57,-0.16,0.816,0.655,4,0,2011,1529690,1468
845,Jim Herman,69.0,71.377,301.7,56.98,67.94,-0.344,0.165,-0.18,0,0,2011,196845,160
846,Jim Renner,65.0,71.372,296.8,59.1,65.01,0.149,-0.261,-0.111,2,0,2011,392945,149
847,Jimmy Walker,79.0,70.424,298.8,53.13,63.92,0.222,0.155,0.376,4,0,2011,1336556,1252
848,Joe Durant,71.0,71.428,283.6,75.65,71.26,-0.861,0.629,-0.233,0,0,2011,358790,260
849,Joe Ogilvie,75.0,71.215,291.6,56.62,62.6,0.167,-0.473,-0.306,1,0,2011,726866,379
850,John Merrick,71.0,70.423,297.2,67.31,68.69,0.058,0.372,0.43,1,0,2011,704789,535
851,John Rollins,85.0,70.584,296.7,66.84,69.08,-0.101,0.773,0.671,4,0,2011,1370566,616
852,John Senden,94.0,70.199,293.3,66.82,70.86,0.302,0.665,0.967,3,0,2011,2294811,1030
853,Johnson Wagner,81.0,70.654,282.2,67.35,67.17,0.427,-0.37,0.057,1,1,2011,1224556,842
854,Jonathan Byrd,83.0,70.783,291.6,60.33,65.65,0.116,0.354,0.469,5,1,2011,2938920,565
855,Joseph Bramlett,73.0,71.714,295.6,59.54,65.21,-0.581,0.111,-0.47,0,0,2011,178728,110
856,Josh Teater,104.0,71.057,302.3,61.48,66.89,-0.089,0.174,0.085,2,0,2011,769324,513
857,Justin Hicks,60.0,72.008,286.0,69.88,65.71,-0.955,-0.461,-1.416,0,0,2011,284990,145
858,Justin Leonard,82.0,71.002,280.1,65.29,64.91,-0.11,0.011,-0.099,1,0,2011,952962,328
859,Justin Rose,79.0,70.332,290.6,63.27,69.48,0.047,0.937,0.984,5,1,2011,3401420,2253
860,K.J. Choi,77.0,69.993,285.6,61.99,65.93,0.163,0.915,1.079,8,1,2011,4434691,1207
861,Keegan Bradley,91.0,70.257,300.7,61.5,65.9,0.007,0.272,0.279,4,2,2011,3758600,648
862,Kent Jones,76.0,71.001,285.0,66.13,66.12,0.028,-0.205,-0.177,0,0,2011,360624,297
863,Kevin Chappell,78.0,71.221,295.8,59.0,64.89,-0.501,0.187,-0.314,3,0,2011,1339640,673
864,Kevin Kisner,70.0,71.858,284.3,60.96,60.59,0.139,-1.044,-0.906,0,0,2011,270170,116
865,Kevin Na,84.0,70.432,279.8,57.66,61.04,0.65,0.121,0.77,6,1,2011,2336965,778
866,Kevin Stadler,88.0,71.295,293.2,63.25,68.06,-0.426,0.208,-0.218,1,0,2011,768172,444
867,Kevin Streelman,90.0,70.54,289.2,63.72,65.62,0.356,0.578,0.934,4,0,2011,1300006,770
868,Kris Blanks,92.0,70.952,284.9,63.11,68.89,-0.44,0.592,0.152,3,0,2011,1350010,694
869,Kyle Stanley,98.0,70.317,304.6,59.52,68.21,-0.506,1.171,0.665,4,0,2011,1523657,1523
870,Lee Janzen,62.0,71.525,290.1,63.04,63.1,0.17,-0.613,-0.443,0,0,2011,216993,168
871,Lucas Glover,74.0,70.445,294.6,61.05,65.92,0.236,0.206,0.442,1,1,2011,1823327,1305
872,Luke Donald,73.0,68.861,284.1,64.29,67.33,0.87,1.408,2.278,14,2,2011,6683214,2567
873,Marc Leishman,87.0,70.948,296.0,54.41,64.43,-0.099,0.125,0.026,2,0,2011,916330,947
874,Marc Turnesa,54.0,71.533,282.8,62.93,65.6,0.219,-0.585,-0.365,1,0,2011,299405,175
875,Mark Wilson,89.0,70.526,284.8,67.63,66.03,0.233,0.245,0.477,4,2,2011,3158477,620
876,Martin Laird,77.0,70.341,303.0,58.51,66.59,0.161,0.835,0.996,6,1,2011,2676509,1589
877,Martin Piller,63.0,72.542,292.2,54.0,61.02,0.208,-1.559,-1.351,0,0,2011,140958,120
878,Matt Bettencourt,84.0,71.689,288.3,56.51,62.1,0.079,-0.845,-0.766,2,0,2011,692545,461
879,Matt Jones,71.0,71.517,293.9,55.52,62.36,0.002,-0.379,-0.377,1,0,2011,602392,328
880,Matt Kuchar,94.0,69.515,286.2,64.75,66.98,0.379,1.161,1.54,9,0,2011,4233920,1853
881,Matt McQuillan,59.0,71.635,285.4,64.45,62.63,0.436,-0.52,-0.084,3,0,2011,582933,280
882,Michael Bradley,74.0,70.877,290.7,57.03,67.62,-0.196,0.11,-0.086,1,1,2011,935934,454
883,Michael Connell,76.0,71.326,279.5,65.79,63.82,-0.097,-0.327,-0.425,0,0,2011,309362,233
884,Michael Putnam,67.0,70.989,297.2,54.72,64.37,0.423,-0.585,-0.162,0,0,2011,398400,300
885,Michael Thompson,79.0,70.942,291.0,60.14,65.3,0.448,-0.499,-0.052,2,0,2011,935265,413
886,Nate Smith,66.0,71.833,281.2,60.98,61.57,0.411,-1.293,-0.883,0,0,2011,154814,110
887,Nathan Green,81.0,71.298,285.0,59.44,62.34,0.108,-0.501,-0.394,0,0,2011,312109,209
888,Nick O'Hern,89.0,70.8,276.3,71.67,66.67,-0.056,0.518,0.462,4,0,2011,940224,463
889,Nick Watney,80.0,69.518,301.9,58.15,66.88,0.546,1.165,1.712,10,2,2011,5290673,1420
890,Padraig Harrington,60.0,70.809,294.7,52.98,64.12,0.237,0.007,0.245,3,0,2011,802839,625
891,Pat Perez,76.0,70.826,291.4,63.64,65.42,0.221,0.271,0.492,4,0,2011,1295253,751
892,Paul Goydos,81.0,71.722,274.8,69.0,64.47,-0.628,0.034,-0.594,4,0,2011,1385328,474
893,Paul Stankowski,78.0,71.165,283.9,59.05,65.2,0.324,-0.345,-0.02,0,0,2011,290211,207
894,Phil Mickelson,79.0,69.891,299.8,53.2,66.96,-0.19,1.373,1.182,7,1,2011,3763488,795
895,Retief Goosen,50.0,70.731,289.9,61.44,64.4,0.244,0.162,0.405,1,0,2011,796360,444
896,Richard Johnson,64.0,71.902,276.6,63.46,63.41,0.117,-1.161,-1.044,0,0,2011,212106,144
897,Rickie Fowler,84.0,70.007,299.5,56.7,64.47,0.351,0.566,0.917,4,0,2011,2084681,1323
898,Ricky Barnes,78.0,70.572,293.3,58.55,66.52,-0.48,0.704,0.224,2,0,2011,951587,556
899,Robert Allenby,84.0,70.284,290.2,62.91,67.54,-0.173,0.991,0.818,3,0,2011,1452567,1146
900,Robert Garrigus,83.0,70.931,313.4,52.97,66.13,-0.384,0.523,0.139,3,0,2011,1503923,759
901,Robert Karlsson,61.0,70.211,299.2,56.78,63.37,0.066,0.612,0.678,3,0,2011,1779815,1297
902,Rocco Mediate,53.0,72.975,275.5,68.91,62.16,-0.621,-0.9,-1.522,0,0,2011,136299,85
903,Rod Pampling,72.0,70.803,291.6,66.7,65.89,0.13,0.366,0.497,2,0,2011,668768,385
904,Roland Thatcher,67.0,71.478,293.1,61.16,64.26,0.194,-0.685,-0.491,2,0,2011,666371,302
905,Rory Sabbatini,85.0,70.46,292.5,56.74,65.84,-0.403,1.122,0.719,3,1,2011,2420655,1493
906,Ryan Moore,79.0,70.345,290.1,63.1,62.89,0.55,0.278,0.827,4,0,2011,1942906,1465
907,Ryan Palmer,82.0,70.847,299.5,53.76,63.75,-0.047,-0.078,-0.125,3,0,2011,1850530,1159
908,Ryuji Imada,83.0,71.115,283.4,60.36,64.26,-0.157,0.04,-0.117,2,0,2011,990319,617
909,Scott Gutschewski,67.0,71.582,298.0,58.06,62.62,-0.638,-0.029,-0.667,0,0,2011,229758,125
910,Scott McCarron,65.0,71.127,291.6,64.63,60.75,0.519,-0.866,-0.347,1,0,2011,436270,221
911,Scott Piercy,78.0,70.792,305.4,56.81,65.84,0.242,0.104,0.346,3,1,2011,1250957,885
912,Scott Stallings,84.0,71.036,303.7,56.91,66.6,-0.154,0.213,0.059,2,1,2011,1957162,1125
913,Sean O'Hair,71.0,70.81,294.6,55.78,63.17,-0.253,0.164,-0.089,1,1,2011,1483948,1102
914,Sergio Garcia,61.0,69.564,299.2,58.0,66.85,-0.119,1.103,0.984,3,0,2011,1524091,1317
915,Shane Bertsch,62.0,70.869,280.1,67.05,64.38,0.146,0.22,0.367,2,0,2011,488584,207
916,Shaun Micheel,77.0,71.675,286.1,55.71,63.01,0.138,-0.713,-0.575,0,0,2011,206450,160
917,Spencer Levin,113.0,69.851,286.3,63.53,67.99,0.04,0.806,0.846,6,0,2011,2320038,1287
918,Stephen Ames,69.0,71.121,283.8,67.44,65.3,0.012,-0.274,-0.262,2,0,2011,547589,298
919,Steve Elkington,50.0,71.598,285.4,69.58,66.44,0.312,-0.653,-0.34,1,0,2011,176225,107
920,Steve Flesch,88.0,71.119,282.5,61.43,59.85,0.32,-0.575,-0.255,1,0,2011,594622,352
921,Steve Marino,76.0,70.735,295.2,60.98,65.79,0.089,0.476,0.565,3,0,2011,1975076,1262
922,Steve Stricker,70.0,69.362,288.8,62.47,66.02,0.78,0.95,1.73,5,2,2011,3992785,740
923,Steven Bowditch,86.0,71.221,308.3,55.12,63.62,0.161,-0.429,-0.267,1,0,2011,621378,347
924,Stewart Cink,72.0,70.7,291.8,56.58,64.31,0.169,0.501,0.67,1,0,2011,909162,556
925,Stuart Appleby,65.0,71.554,287.5,58.2,61.62,-0.184,-0.479,-0.663,1,0,2011,657150,387
926,Sung Kang,63.0,70.849,294.2,61.82,64.78,-0.042,-0.143,-0.184,2,0,2011,702382,219
927,Tag Ridings,87.0,71.325,303.3,56.99,63.58,0.066,-0.302,-0.237,0,0,2011,382670,286
928,Tim Herron,85.0,70.634,291.8,57.29,65.64,0.148,-0.026,0.122,3,0,2011,909135,456
929,Tim Petrovic,88.0,71.326,280.5,64.73,62.17,0.177,-0.296,-0.119,0,0,2011,428011,326
930,Tom Gillis,55.0,71.134,290.1,64.11,66.36,-0.436,-0.137,-0.573,2,0,2011,814147,431
931,Tommy Gainey,104.0,70.814,296.7,58.97,67.0,0.112,0.158,0.27,7,0,2011,2174191,1009
932,Trevor Immelman,84.0,70.433,288.5,61.74,68.12,0.297,0.036,0.333,2,0,2011,1165604,638
933,Troy Matteson,91.0,71.184,300.2,58.83,65.64,-0.15,-0.013,-0.162,2,0,2011,946989,547
934,Troy Merritt,63.0,72.083,286.8,62.04,64.12,-0.334,-0.697,-1.031,0,0,2011,151475,131
935,Vaughn Taylor,89.0,70.909,284.1,64.22,66.04,0.153,-0.076,0.077,0,0,2011,423907,397
936,Vijay Singh,79.0,70.61,294.3,59.67,66.46,-0.131,0.73,0.6,5,0,2011,2371050,548
937,Webb Simpson,98.0,69.252,296.2,61.93,69.84,0.271,1.492,1.764,12,2,2011,6347353,2745
938,Will Strickler,51.0,72.177,304.1,57.38,62.06,0.294,-1.294,-1.0,0,0,2011,109031,84
939,William McGirt,103.0,70.726,289.9,60.78,68.63,0.185,-0.023,0.162,0,0,2011,532933,674
940,Woody Austin,59.0,70.943,287.6,66.21,66.88,0.037,0.45,0.487,1,0,2011,354042,221
941,Y.E. Yang,63.0,70.277,290.2,62.23,62.52,0.267,0.003,0.27,5,0,2011,2314865,440
942,Zach Johnson,79.0,69.966,278.2,71.06,66.38,0.58,0.453,1.033,4,0,2011,1880406,1414
943,Zack Miller,86.0,71.89,299.5,57.06,61.79,-0.483,-0.568,-1.051,1,0,2011,427341,290
944,Ã?ngel Cabrera,50.0,70.696,301.6,54.97,63.89,0.509,-0.337,0.172,3,0,2011,628079,237
945,Aaron Baddeley,73.0,71.113,292.0,54.3,58.1,0.604,-0.461,0.143,3,0,2012,1215753,770
946,Adam Scott,59.0,69.533,304.6,59.61,66.57,-0.138,1.302,1.164,5,0,2012,2899557,560
947,Alexandre Rocha,62.0,72.039,284.6,63.47,66.87,-0.232,-0.624,-0.856,2,0,2012,614658,183
948,Andres Romero,68.0,71.543,292.0,54.9,61.3,-0.223,-0.187,-0.409,2,0,2012,970919,506
949,Arjun Atwal,79.0,71.634,285.1,61.12,63.85,-0.217,-0.443,-0.66,1,0,2012,348770,181
950,Ben Crane,73.0,70.708,286.8,64.36,64.81,0.432,0.16,0.591,4,0,2012,1701365,991
951,Ben Curtis,62.0,70.538,274.8,69.7,68.87,0.505,0.401,0.906,3,1,2012,2494153,1230
952,Bill Haas,79.0,70.484,292.2,63.62,65.17,0.103,0.564,0.668,3,1,2012,2349951,1471
953,Bill Lunde,83.0,71.062,290.5,59.1,67.56,-0.241,0.546,0.305,1,0,2012,593598,294
954,Billy Horschel,63.0,70.494,290.2,66.58,68.79,-0.068,0.459,0.391,1,0,2012,486177,289
955,Billy Hurley III,70.0,72.116,275.3,60.56,57.74,0.276,-1.6,-1.324,2,0,2012,474130,256
956,Billy Mayfair,90.0,70.948,286.8,65.2,64.02,-0.205,0.128,-0.077,1,0,2012,619961,500
957,Blake Adams,107.0,70.586,288.4,65.83,65.91,0.232,0.124,0.356,3,0,2012,1234345,674
958,Bo Van Pelt,84.0,69.718,296.1,64.79,67.07,0.542,0.895,1.437,10,0,2012,3043509,647
959,Bob Estes,78.0,70.418,285.2,60.72,62.39,0.074,0.288,0.362,2,0,2012,1009769,1058
960,Bobby Gates,87.0,71.208,300.2,58.6,65.39,-0.262,-0.003,-0.265,1,0,2012,525293,338
961,Boo Weekley,74.0,70.966,296.8,65.15,69.53,-1.055,0.973,-0.082,3,0,2012,848347,365
962,Brandt Jobe,57.0,71.064,299.2,62.48,64.68,0.257,-0.204,0.053,1,0,2012,344332,245
963,Brandt Snedeker,81.0,69.84,288.7,60.5,63.75,0.86,0.15,1.01,7,2,2012,4989739,4100
964,Brendan Steele,77.0,71.887,288.8,63.44,65.3,-0.112,-0.405,-0.517,3,0,2012,840965,334
965,Brendon Todd,78.0,71.873,283.6,58.77,60.0,0.427,-1.617,-1.19,1,0,2012,474295,281
966,Brendon de Jonge,115.0,70.137,288.8,63.42,69.17,0.144,0.939,1.083,4,0,2012,2015252,1065
967,Brian Davis,91.0,70.807,277.1,67.24,63.47,0.37,0.224,0.594,4,0,2012,1318032,728
968,Brian Gay,91.0,70.767,277.7,62.1,62.71,0.704,-0.556,0.148,3,0,2012,960658,491
969,Brian Harman,101.0,70.821,290.3,65.44,63.92,0.132,0.068,0.199,1,0,2012,1146448,1122
970,Bryce Molder,83.0,71.028,277.5,61.59,64.91,0.666,-0.345,0.321,2,0,2012,1166115,1023
971,Bubba Watson,68.0,69.639,315.5,58.84,69.95,-0.28,1.809,1.529,7,1,2012,4644997,1005
972,Bud Cauley,99.0,70.458,291.6,60.33,66.55,0.065,0.655,0.721,6,0,2012,1774479,1342
973,Cameron Beckman,81.0,71.726,285.2,61.67,65.3,-0.353,-0.336,-0.689,0,0,2012,287506,154
974,Cameron Tringale,88.0,71.023,290.4,64.41,66.6,0.102,0.254,0.356,4,0,2012,1225737,689
975,Camilo Villegas,79.0,71.079,290.3,62.01,69.55,-0.343,0.17,-0.174,0,0,2012,491729,267
976,Carl Pettersson,92.0,70.013,297.1,57.63,63.89,0.444,0.424,0.867,6,1,2012,3538656,613
977,Chad Campbell,84.0,70.566,290.1,60.19,67.13,-0.425,0.708,0.283,3,0,2012,895199,517
978,Charl Schwartzel,56.0,70.281,295.8,61.41,62.65,0.084,0.84,0.925,2,0,2012,1138844,1041
979,Charles Howell III,98.0,70.385,294.6,54.6,66.61,0.054,0.625,0.679,2,0,2012,1284578,733
980,Charley Hoffman,88.0,71.139,295.5,62.23,66.35,-0.48,0.567,0.087,2,0,2012,1276663,916
981,Charlie Beljan,61.0,71.401,311.6,58.19,66.46,-0.421,-0.064,-0.485,3,1,2012,1373528,222
982,Charlie Wi,86.0,70.697,285.6,61.65,59.69,0.279,0.004,0.283,4,0,2012,1845397,1043
983,Chez Reavie,83.0,71.334,282.5,68.57,66.13,-0.206,0.16,-0.045,0,0,2012,580617,327
984,Chris Couch,61.0,70.977,293.8,65.49,63.65,0.083,0.041,0.125,0,0,2012,335848,242
985,Chris DiMarco,83.0,71.488,273.0,69.24,60.55,-0.113,-0.364,-0.477,1,0,2012,468298,316
986,Chris Kirk,93.0,70.891,291.8,59.7,66.6,-0.195,0.439,0.244,4,0,2012,1197562,1152
987,Chris Stroud,86.0,70.878,286.6,62.31,63.37,0.082,0.04,0.121,2,0,2012,903570,484
988,Colt Knost,79.0,71.798,272.5,68.0,62.12,0.184,-1.165,-0.981,2,0,2012,848197,390
989,D.A. Points,88.0,70.946,284.0,64.66,66.48,-0.109,0.394,0.284,3,0,2012,1533361,1027
990,D.J. Trahan,73.0,71.563,292.2,61.33,65.94,-0.579,-0.147,-0.726,2,0,2012,611142,243
991,Daniel Chopra,55.0,71.872,295.6,47.27,59.8,0.331,-1.01,-0.679,0,0,2012,192198,70
992,Daniel Summerhays,81.0,70.722,289.3,61.93,67.68,-0.053,0.178,0.126,4,0,2012,1111522,573
993,Danny Lee,74.0,71.062,291.9,57.44,65.24,0.04,-0.003,0.037,0,0,2012,359112,226
994,David Hearn,95.0,70.802,286.7,62.25,66.32,0.261,-0.001,0.261,2,0,2012,1012575,967
995,David Mathis,83.0,71.333,278.1,63.22,61.04,0.338,-0.443,-0.105,2,0,2012,736765,322
996,David Toms,60.0,70.74,275.5,69.75,66.09,-0.141,0.331,0.191,5,0,2012,1658428,623
997,Davis Love III,64.0,70.194,296.3,59.11,65.02,0.063,0.803,0.867,3,0,2012,989753,443
998,Derek Lamely,64.0,71.876,289.1,52.08,60.3,0.636,-1.671,-1.035,0,0,2012,185479,160
999,Dicky Pride,62.0,70.871,285.9,61.38,64.51,0.13,-0.221,-0.09,3,0,2012,1259712,884
1000,Dustin Johnson,70.0,69.564,310.2,56.3,65.75,0.185,1.324,1.509,9,1,2012,3393820,1527
1001,Edward Loar,59.0,71.922,295.6,56.01,62.05,0.145,-1.263,-1.118,0,0,2012,97947,43
1002,Erik Compton,81.0,71.499,297.2,58.33,62.48,0.092,-0.609,-0.517,0,0,2012,359765,311
1003,Ernie Els,80.0,70.131,294.6,56.71,66.52,-0.05,0.727,0.677,5,1,2012,3453118,510
1004,Freddie Jacobson,61.0,70.561,287.4,57.98,61.85,-0.145,0.254,0.109,1,0,2012,953494,513
1005,Garth Mulroy,59.0,71.192,293.7,60.1,65.11,0.01,-0.041,-0.031,0,0,2012,277632,173
1006,Gary Christian,91.0,70.82,281.9,68.95,66.99,-0.077,0.226,0.149,1,0,2012,616457,529
1007,Gary Woodland,70.0,71.552,301.6,54.55,64.01,-0.497,0.204,-0.293,1,0,2012,592879,321
1008,Gavin Coles,72.0,71.397,271.2,65.08,64.23,0.591,-0.88,-0.289,0,0,2012,247561,184
1009,Geoff Ogilvy,73.0,70.436,290.1,62.01,63.66,0.238,0.453,0.691,1,0,2012,1255223,1164
1010,George McNeill,85.0,71.011,288.8,61.14,63.03,0.238,-0.226,0.013,1,1,2012,1119535,724
1011,Graeme McDowell,55.0,70.229,285.5,70.11,66.26,-0.282,0.654,0.372,4,0,2012,2408279,1222
1012,Graham DeLaet,79.0,70.624,304.3,60.36,66.74,-0.278,0.6,0.322,3,0,2012,1051951,1085
1013,Greg Chalmers,88.0,70.417,282.0,62.0,59.83,0.506,0.136,0.642,1,0,2012,1166627,1402
1014,Greg Owen,90.0,70.444,295.9,60.16,68.58,-0.416,0.714,0.298,3,0,2012,1151622,704
1015,Harris English,98.0,70.688,300.3,59.47,67.74,0.175,0.123,0.299,3,0,2012,1186003,762
1016,Harrison Frazar,56.0,71.739,297.7,54.68,61.21,0.023,-0.575,-0.551,2,0,2012,730203,387
1017,Heath Slocum,93.0,70.911,278.9,71.69,67.84,-0.554,0.518,-0.035,0,0,2012,518198,365
1018,Henrik Stenson,51.0,70.239,289.5,64.13,65.37,0.105,0.809,0.915,1,0,2012,791107,462
1019,Hunter Haas,69.0,71.205,287.6,61.82,63.14,0.011,-0.12,-0.109,1,0,2012,399364,251
1020,Hunter Mahan,88.0,70.346,293.1,67.74,68.97,-0.109,0.65,0.541,5,2,2012,4019193,693
1021,Ian Poulter,57.0,70.176,285.0,65.13,61.61,0.103,0.461,0.564,4,1,2012,1715271,1280
1022,J.B. Holmes,90.0,70.924,309.7,54.4,64.5,-0.057,0.553,0.496,2,0,2012,1179505,1153
1023,J.J. Henry,93.0,70.939,288.1,63.18,68.24,-0.054,0.309,0.255,3,1,2012,1297802,760
1024,J.J. Killeen,101.0,71.502,289.9,56.09,60.27,-0.107,-0.342,-0.449,1,0,2012,414257,286
1025,James Driscoll,83.0,71.246,291.1,51.32,62.38,0.434,-0.493,-0.059,2,0,2012,687338,413
1026,Jason Bohn,81.0,71.248,279.2,65.0,64.59,-0.037,-0.144,-0.18,3,0,2012,795549,363
1027,Jason Day,57.0,70.152,308.6,52.48,61.31,0.526,0.498,1.024,4,0,2012,1143233,712
1028,Jason Dufner,83.0,69.456,292.4,66.9,69.17,0.153,1.293,1.446,8,2,2012,4869304,853
1029,Jason Kokrak,79.0,71.445,304.1,53.92,66.0,-0.184,-0.263,-0.447,2,0,2012,750221,165
1030,Jeff Maggert,83.0,70.883,285.3,67.16,65.66,-0.127,0.158,0.03,1,0,2012,682742,437
1031,Jeff Overton,101.0,70.197,292.0,61.91,66.32,0.293,0.59,0.883,4,0,2012,1563670,1199
1032,Jerry Kelly,84.0,70.955,276.1,73.0,65.63,-0.077,0.01,-0.067,1,0,2012,645701,385
1033,Jhonattan Vegas,77.0,71.44,304.6,53.09,66.07,-0.035,-0.352,-0.387,2,0,2012,801803,361
